acc_x,acc_y,acc_z,alt,label
1.134644,0.186157,0.157349,331.992249,flat ground
0.940674,0.113037,0.160767,331.992249,flat ground
0.931274,0.257812,0.133057,332.020294,flat ground
0.973755,0.168091,0.141968,332.299072,flat ground
0.97522,0.152588,0.134644,332.299072,flat ground
0.888916,0.154175,0.130493,331.839111,flat ground
0.921753,0.086914,0.123901,331.839111,flat ground
1.067017,0.078369,0.158569,332.125671,flat ground
1.143555,-0.032593,0.061157,332.125671,flat ground
1.134277,0.050293,0.145874,332.119446,flat ground
0.595215,-0.026733,0.102295,331.959534,flat ground
1.142456,0.140137,0.12793,331.959534,flat ground
1.057129,0.128296,0.218384,332.131897,flat ground
0.94043,0.198242,0.232056,332.131897,flat ground
0.86853,0.189453,0.220093,332.017181,flat ground
0.870728,0.160767,0.213867,332.017181,flat ground
0.875366,0.181152,0.242798,332.290253,flat ground
0.963379,0.236572,0.260376,332.290253,flat ground
1.21875,0.23999,0.293823,332.110107,flat ground
1.180542,0.104004,0.28418,331.958496,flat ground
1.192017,0.303711,0.314209,331.958496,flat ground
0.732788,0.132202,0.192383,332.282471,flat ground
0.841309,0.173828,0.215454,332.282471,flat ground
1.331665,0.261597,0.195923,332.325562,flat ground
1.027954,-0.075439,0.152588,332.325562,flat ground
1.028442,0.180542,0.15332,332.296997,flat ground
1.005005,0.165161,0.13855,332.296997,flat ground
0.879517,0.096558,0.156738,332.275726,flat ground
0.775146,0.164062,0.143677,332.253906,flat ground
0.748413,0.145996,0.168945,332.253906,flat ground
0.862793,0.105713,0.177856,332.253906,flat ground
1.018066,0.08374,0.133545,332.253906,flat ground
1.219849,0.130371,0.116943,332.254425,flat ground
0.832886,0.140625,0.172729,332.254425,flat ground
1.047729,0.072876,0.062012,332.16098,flat ground
1.126343,0.095825,0.095215,332.440308,flat ground
0.914917,0.135254,0.049805,332.440308,flat ground
0.92041,0.225586,0.077881,332.060272,flat ground
0.948853,0.215332,0.11377,332.060272,flat ground
0.896484,0.196777,0.135742,332.131897,flat ground
0.943848,0.251587,0.168579,332.131897,flat ground
1.240356,0.324829,0.274048,332.383179,flat ground
1.02771,0.091553,0.240234,332.383179,flat ground
1.21936,0.251953,0.344116,331.910217,flat ground
0.951416,0.158447,0.25647,332.096619,flat ground
0.7677,0.157715,0.262939,332.096619,flat ground
1.146484,0.185059,0.262329,332.234192,flat ground
1.109009,0.065796,0.219116,332.234192,flat ground
1.037109,0.132324,0.222046,332.348419,flat ground
1.06897,0.138916,0.172241,332.348419,flat ground
1.009155,0.150513,0.211304,332.141266,flat ground
0.818115,0.10498,0.142944,332.333344,flat ground
0.753418,0.154663,0.144287,332.333344,flat ground
0.844604,0.139893,0.142578,332.117889,flat ground
1.042725,0.145264,0.182617,332.117889,flat ground
1.116333,0.067627,0.10083,332.589844,flat ground
1.203125,0.147461,0.151245,332.589844,flat ground
0.682617,0.102661,0.169312,332.489624,flat ground
1.13208,0.219604,0.148804,332.489624,flat ground
1.193848,0.052979,0.090332,332.432526,flat ground
0.931641,0.177612,0.139526,332.122559,flat ground
0.848145,0.242065,0.109619,332.122559,flat ground
0.782104,0.247681,0.11377,332.273132,flat ground
0.822144,0.174316,0.150757,332.273132,flat ground
0.980103,0.139282,0.197021,332.236786,flat ground
1.144897,0.186646,0.24646,332.236786,flat ground
1.103882,0.175293,0.252441,332.273132,flat ground
1.192383,0.240479,0.33606,332.423676,flat ground
0.80188,0.112305,0.248657,332.423676,flat ground
0.898682,0.177856,0.306519,332.494293,flat ground
1.150146,0.220703,0.274048,332.494293,flat ground
1.016113,0.092529,0.257446,332.22226,flat ground
1.006714,0.21228,0.176514,332.22226,flat ground
1.178223,0.114258,0.112549,332.329193,flat ground
0.950195,0.037964,0.12207,332.286102,flat ground
0.724609,0.185425,0.141724,332.286102,flat ground
0.700195,0.157959,0.157104,332.457947,flat ground
0.796265,0.162598,0.182617,332.457947,flat ground
0.991333,0.171875,0.192017,332.272614,flat ground
1.272949,0.194092,0.068481,332.272614,flat ground
1.022949,0.192993,0.148071,332.550903,flat ground
0.858276,0.050781,0.072876,332.550903,flat ground
1.209351,0.289307,0.175415,332.529602,flat ground
0.897949,0.075317,0.097046,332.422119,flat ground
0.891357,0.237183,0.13916,332.422119,flat ground
0.859619,0.182861,0.145142,332.5867,flat ground
0.838989,0.197144,0.192871,332.5867,flat ground
0.894531,0.224609,0.22937,332.422119,flat ground
1.034302,0.237671,0.281128,332.422119,flat ground
1.119507,0.208374,0.302246,332.429932,flat ground
1.264404,0.175659,0.299194,332.429932,flat ground
1.071045,0.199219,0.273682,332.465729,flat ground
0.823608,0.164673,0.189697,332.400848,flat ground
0.983643,0.099976,0.143799,332.400848,flat ground
1.050049,0.028809,0.095703,332.394104,flat ground
0.89917,-0.063721,0.105957,332.394104,flat ground
0.94104,0.095093,0.130371,332.436676,flat ground
1.011475,0.05957,0.144897,332.436676,flat ground
0.912476,0.026123,0.144287,332.099731,flat ground
0.905029,0.11792,0.142578,332.099731,flat ground
0.940308,0.085205,0.137207,332.521301,flat ground
1.084106,0.06311,0.163574,332.385773,flat ground
1.122192,-0.020386,0.09021,332.385773,flat ground
1.206543,0.075317,0.111206,332.30481,flat ground
0.766724,0.013916,0.132812,332.30481,flat ground
0.901001,0.003662,0.091187,332.362427,flat ground
1.077515,0.053711,0.111572,332.362427,flat ground
0.847534,0.03125,0.151245,332.441864,flat ground
0.866699,0.179688,0.141479,332.441864,flat ground
0.896484,0.065308,0.158936,332.377472,flat ground
0.953613,0.163086,0.196289,332.412262,flat ground
0.920776,0.141235,0.220825,332.412262,flat ground
1.046997,0.201294,0.300781,332.232635,flat ground
1.081177,0.176025,0.311035,332.232635,flat ground
1.153564,0.19751,0.276489,332.419006,flat ground
1.05249,0.281372,0.308472,332.419006,flat ground
0.853638,0.169556,0.116455,332.685364,flat ground
1.075928,0.240112,0.114502,332.49118,flat ground
1.074097,0.132935,-0.034546,332.49118,flat ground
0.939453,0.104614,0.051392,332.498962,flat ground
1.054932,0.2146,0.025513,332.498962,flat ground
0.98584,0.156616,0.037476,332.477173,flat ground
0.941895,0.185669,0.102051,332.477173,flat ground
0.932617,0.218384,0.105103,332.419006,flat ground
0.994507,0.220703,0.133301,332.419006,flat ground
1.008667,0.201416,0.149048,332.612152,flat ground
1.171753,0.141602,0.154663,332.527008,flat ground
0.996216,0.160278,0.210205,332.527008,flat ground
0.555176,0.092041,0.139771,332.597626,flat ground
0.945312,0.225708,0.158936,332.597626,flat ground
0.923584,-0.081421,0.132202,332.454834,flat ground
0.87146,0.204102,0.17041,332.454834,flat ground
0.898193,0.240112,0.197754,332.340088,flat ground
0.949951,0.149658,0.234619,332.475616,flat ground
1.005493,0.20813,0.27832,332.475616,flat ground
0.911255,0.180054,0.25061,332.176025,flat ground
0.935669,0.21875,0.263428,332.176025,flat ground
1.039429,0.243164,0.228149,332.054565,flat ground
1.037598,0.175659,0.177246,332.054565,flat ground
1.245361,0.34668,0.22168,332.247162,flat ground
0.896484,0.296265,0.078979,332.247162,flat ground
1.007935,0.39856,0.039673,332.23938,flat ground
1.199829,0.263184,0.019287,332.49118,flat ground
0.98877,0.126343,-0.031006,332.49118,flat ground
1.048096,0.307251,0.012329,332.655243,flat ground
0.908813,0.146484,0.003052,332.655243,flat ground
0.915039,0.213501,0.052002,332.383179,flat ground
0.9021,0.134766,0.03125,332.383179,flat ground
1.019653,0.128784,0.085938,332.331787,flat ground
1.105835,0.100952,0.088623,332.289215,flat ground
1.250854,0.074097,0.094238,332.253906,flat ground
1.023315,0.043091,0.134033,332.49118,flat ground
0.601318,0.020142,0.092407,332.49118,flat ground
1.070679,0.079834,0.179932,332.42627,flat ground
0.942383,-0.052246,0.149902,332.42627,flat ground
0.900879,0.172485,0.170044,332.261688,flat ground
0.947021,0.230469,0.207275,332.261688,flat ground
0.981079,0.164551,0.234741,332.677063,flat ground
0.956055,0.203247,0.231689,332.232635,flat ground
0.907837,0.181641,0.239502,332.232635,flat ground
1.028931,0.199951,0.264648,332.060272,flat ground
1.067749,0.091553,0.254639,332.060272,flat ground
1.349243,0.300049,0.330078,331.91748,flat ground
0.946045,0.133301,0.129883,331.91748,flat ground
0.983154,0.313843,0.079346,332.189545,flat ground
1.278198,0.322021,0.020508,332.083099,flat ground
1.041626,-0.023193,-0.065063,332.083099,flat ground
0.993286,0.156494,0.001465,332.31311,flat ground
1.013794,0.156494,0.017334,332.31311,flat ground
0.924683,0.153076,0.120361,332.377472,flat ground
0.869507,0.108521,0.151367,332.377472,flat ground
0.950073,0.126953,0.158203,332.319336,flat ground
1.043579,0.070312,0.19104,332.319336,flat ground
1.14502,-0.009399,0.053467,332.1698,flat ground
1.052246,0.11499,0.13208,332.40033,flat ground
0.608032,0.029663,0.051758,332.40033,flat ground
1.176758,0.198975,0.190186,332.392548,flat ground
0.948242,-0.046875,0.130249,332.392548,flat ground
0.921997,0.261108,0.183838,332.384216,flat ground
0.973511,0.270508,0.215088,332.384216,flat ground
0.966919,0.20459,0.231934,332.441864,flat ground
0.95459,0.221924,0.274536,332.047791,flat ground
0.944702,0.259277,0.307495,332.047791,flat ground
1.099854,0.29248,0.34082,332.1698,flat ground
1.036499,0.182617,0.302124,332.1698,flat ground
1.169067,0.385254,0.360107,332.263245,flat ground
0.924927,0.237305,0.254639,332.263245,flat ground
1.009521,0.30127,0.193726,332.241974,flat ground
1.195801,0.256226,0.150146,332.44342,flat ground
1.025879,0.109863,0.099609,332.407074,flat ground
1.069214,0.194458,0.126099,332.506226,flat ground
1.018311,0.161133,0.092163,332.506226,flat ground
0.926636,0.126099,0.099243,332.44342,flat ground
0.830444,0.131714,0.077393,332.44342,flat ground
0.822266,0.108765,0.095459,332.486511,flat ground
0.92041,0.122559,0.142578,332.486511,flat ground
1.058838,0.065308,0.102661,332.449127,flat ground
1.164307,0.14209,0.206055,332.456909,flat ground
0.678223,0.016113,0.13501,332.456909,flat ground
1.183716,0.288818,0.267944,332.44342,flat ground
1.005249,0.024536,0.237305,332.44342,flat ground
0.91394,0.198853,0.219971,332.263794,flat ground
0.921997,0.293945,0.199951,332.263794,flat ground
0.937988,0.200439,0.219849,332.450165,flat ground
0.948242,0.288086,0.228394,332.507782,flat ground
0.886719,0.208252,0.217407,332.473022,flat ground
1.0896,0.36438,0.290161,332.481323,flat ground
0.989624,0.170776,0.216919,332.481323,flat ground
1.224609,0.37085,0.319458,332.251312,flat ground
1.056274,0.251953,0.216553,332.251312,flat ground
0.977539,0.277466,0.132324,332.193695,flat ground
1.306763,0.288574,0.144897,332.193695,flat ground
1.109985,0.160034,0.045776,332.502594,flat ground
1.041016,0.11084,0.070923,332.652649,flat ground
1.028564,0.173828,0.10437,332.652649,flat ground
0.921997,0.068359,0.092529,332.544128,flat ground
0.85022,0.027954,0.085327,332.544128,flat ground
0.849976,0.094849,0.095459,332.481323,flat ground
1.079956,0.101318,0.112183,332.481323,flat ground
1.087891,-0.010986,0.05249,332.314667,flat ground
1.085327,0.162354,0.149414,332.314667,flat ground
0.661621,0.046753,0.09021,332.488586,flat ground
1.171265,0.254761,0.192139,332.630341,flat ground
1.05481,-0.013184,0.164307,332.630341,flat ground
0.904541,0.197266,0.165283,332.522858,flat ground
0.968628,0.256592,0.191406,332.522858,flat ground
0.928833,0.180176,0.227661,332.329193,flat ground
0.951416,0.256104,0.264404,332.329193,flat ground
0.922974,0.266113,0.292236,332.313629,flat ground
1.09375,0.304077,0.327515,332.408112,flat ground
1.247314,0.276123,0.321289,332.408112,flat ground
1.143799,0.267822,0.269531,332.524414,flat ground
0.790527,0.249023,0.1521,332.524414,flat ground
1.143066,0.362671,0.174438,332.645905,flat ground
1.235229,0.122437,0.056274,332.645905,flat ground
1.098145,0.140137,0.000732,332.236786,flat ground
1.017334,0.180542,0.046997,332.236786,flat ground
0.977661,0.085205,0.051514,332.308441,flat ground
0.903442,0.053467,0.06897,332.517151,flat ground
0.845093,0.081787,0.080811,332.517151,flat ground
1.035156,0.113647,0.130737,332.302185,flat ground
0.995728,-0.055542,0.054077,332.302185,flat ground
1.162354,0.080322,0.075195,332.467285,flat ground
0.686279,-0.017334,0.094604,332.467285,flat ground
0.97583,0.212402,0.093628,332.57373,flat ground
1.200195,0.1073,0.206299,332.57373,flat ground
0.980591,0.19397,0.183228,332.601776,flat ground
0.9375,0.204468,0.200073,332.731049,flat ground
0.971558,0.236694,0.204346,332.731049,flat ground
0.979492,0.215332,0.275269,332.379028,flat ground
0.886597,0.224121,0.252563,332.379028,flat ground
0.92981,0.250732,0.302368,332.50885,flat ground
1.040405,0.256104,0.306519,332.50885,flat ground
1.322998,0.296997,0.366455,332.451202,flat ground
0.876953,0.182617,0.194092,332.645905,flat ground
0.87146,0.356934,0.19104,332.645905,flat ground
1.223267,0.261353,0.09436,332.596588,flat ground
1.176636,0.129395,0.015503,332.596588,flat ground
1.023438,0.091431,0.066528,332.545166,flat ground
1.021484,0.208008,0.058838,332.545166,flat ground
0.944092,0.098755,0.09021,332.795959,flat ground
0.893677,0.103271,0.074951,332.795959,flat ground
0.946533,0.155518,0.089478,332.294403,flat ground
1.032593,0.03772,0.109863,332.259094,flat ground
1.11084,0.037109,0.073975,332.259094,flat ground
1.123413,0.070557,0.136108,332.158386,flat ground
0.672729,0.010742,0.087036,332.158386,flat ground
1.153687,0.18689,0.21582,332.322968,flat ground
1.018555,-0.017822,0.179321,332.322968,flat ground
0.919312,0.198853,0.224365,332.580475,flat ground
0.966431,0.201172,0.219727,332.580475,flat ground
0.959961,0.202881,0.243042,332.345276,flat ground
0.961548,0.241333,0.27063,332.402405,flat ground
0.883301,0.24292,0.274292,332.402405,flat ground
0.999878,0.290161,0.309692,332.302185,flat ground
1.071777,0.248779,0.27771,332.302185,flat ground
1.250122,0.381836,0.355835,332.580475,flat ground
0.779541,0.227539,0.168091,332.580475,flat ground
0.928711,0.398071,0.214478,332.424713,flat ground
1.316895,0.237061,0.136353,332.424713,flat ground
1.103516,0.130005,0.096924,332.655243,flat ground
1.062256,0.304565,0.093994,332.647461,flat ground
1.067261,0.169922,0.041748,332.647461,flat ground
0.981812,0.059692,0.106445,332.705078,flat ground
0.823486,0.071411,0.085693,332.705078,flat ground
0.864868,0.21521,0.138428,332.503632,flat ground
0.9375,0.086914,0.158691,332.503632,flat ground
1.05896,0.085205,0.111938,332.668762,flat ground
1.132935,0.209473,0.219116,332.632935,flat ground
0.642334,0.078735,0.113525,332.632935,flat ground
1.206299,0.303467,0.259277,332.246124,flat ground
1.028198,-0.005859,0.205811,332.246124,flat ground
0.9375,0.247192,0.222168,332.539978,flat ground
0.936279,0.321167,0.198853,332.539978,flat ground
0.956421,0.21814,0.232544,332.217041,flat ground
0.932129,0.223389,0.231079,332.217041,flat ground
0.923584,0.262695,0.254395,332.446533,flat ground
1.06543,0.260498,0.303223,332.460541,flat ground
1.023193,0.172852,0.275879,332.460541,flat ground
1.234619,0.331055,0.369507,332.453796,flat ground
0.80127,0.108887,0.161987,332.453796,flat ground
0.945679,0.299316,0.205322,332.611633,flat ground
1.220337,0.235962,0.123657,332.611633,flat ground
1.015259,0.040039,0.094604,332.583588,flat ground
1.046509,0.244263,0.115356,332.769989,flat ground
0.966187,0.150391,0.088989,332.769989,flat ground
0.874023,0.134277,0.121948,332.562836,flat ground
0.821777,0.135132,0.113892,332.562836,flat ground
0.882202,0.130981,0.150879,332.541534,flat ground
0.959106,0.1073,0.19458,332.541534,flat ground
1.057373,0.084961,0.123657,332.627747,flat ground
1.239014,0.12561,0.221558,332.627747,flat ground
0.676025,0.053467,0.145264,332.5914,flat ground
1.106323,0.268066,0.23584,332.656281,flat ground
1.039917,0.125244,0.19104,332.656281,flat ground
0.876831,0.21106,0.204468,332.692108,flat ground
0.936768,0.328613,0.194824,332.692108,flat ground
0.8927,0.196289,0.219238,332.376434,flat ground
0.915771,0.2146,0.218872,332.376434,flat ground
0.905151,0.216797,0.254761,332.713928,flat ground
1.063354,0.282227,0.281982,332.771545,flat ground
1.035889,0.179688,0.228638,332.700928,flat ground
1.207153,0.38562,0.330444,332.608521,flat ground
0.861572,0.207764,0.160278,332.608521,flat ground
0.985718,0.317627,0.212524,332.363983,flat ground
1.243652,0.300171,0.153198,332.363983,flat ground
1.01355,0.078247,0.176514,332.679657,flat ground
1.050659,0.201782,0.132324,332.679657,flat ground
1.002808,0.192871,0.100464,332.557648,flat ground
0.944702,0.141968,0.105347,332.671875,flat ground
0.881104,0.109619,0.078735,332.671875,flat ground
0.884033,0.148926,0.109863,332.515076,flat ground
0.943481,0.130493,0.174683,332.515076,flat ground
1.10437,0.097534,0.147705,332.808411,flat ground
0.922974,0.173706,0.224365,332.808411,flat ground
0.640625,0.153198,0.123657,332.615784,flat ground
1.19397,0.26001,0.232178,332.673431,flat ground
1.015015,0.019531,0.209229,332.707703,flat ground
0.924072,0.262451,0.212646,332.507782,flat ground
0.972534,0.195312,0.210449,332.507782,flat ground
0.968018,0.160034,0.219482,332.528564,flat ground
0.909912,0.213501,0.234375,332.528564,flat ground
0.988525,0.257935,0.265991,332.485992,flat ground
1.085083,0.234497,0.298218,332.485992,flat ground
1.20874,0.323853,0.319946,332.664581,flat ground
1.057739,0.294556,0.276489,332.658875,flat ground
0.763428,0.266113,0.200317,332.658875,flat ground
1.064331,0.37561,0.214111,332.658875,flat ground
1.128296,0.160034,0.155029,332.658875,flat ground
1.043823,0.11377,0.135498,332.551941,flat ground
1.106079,0.23877,0.133911,332.551941,flat ground
1.043945,0.208618,0.115845,332.631378,flat ground
0.944824,0.114258,0.093872,332.615784,flat ground
0.862427,0.14917,0.099121,332.615784,flat ground
0.940674,0.125977,0.135498,332.658875,flat ground
0.908691,0.020752,0.116577,332.658875,flat ground
1.141479,0.203003,0.158936,332.687958,flat ground
0.792969,0.048462,0.188354,332.687958,flat ground
0.781372,0.167725,0.18811,332.487549,flat ground
1.174683,0.219238,0.270996,332.487549,flat ground
0.937134,0.055908,0.233521,332.783478,flat ground
0.92749,0.27478,0.191284,332.71756,flat ground
0.892334,0.24231,0.179688,332.71756,flat ground
0.938354,0.263672,0.217529,332.53064,flat ground
0.915161,0.19458,0.214722,332.53064,flat ground
1.024292,0.274536,0.248413,332.667206,flat ground
1.090942,0.290771,0.299805,332.667206,flat ground
0.957397,0.238037,0.266357,332.783478,flat ground
1.123047,0.377197,0.339722,332.68277,flat ground
0.908081,0.277954,0.257935,332.611633,flat ground
0.933228,0.363525,0.250488,332.554535,flat ground
1.166504,0.300171,0.214966,332.554535,flat ground
1.109985,0.15979,0.161133,332.733643,flat ground
1.071411,0.132568,0.137695,332.733643,flat ground
1.033447,0.13208,0.107666,332.804779,flat ground
0.94751,0.110352,0.122681,332.804779,flat ground
0.839722,0.155518,0.108276,332.862427,flat ground
0.815674,0.103882,0.11792,332.539978,flat ground
0.870605,0.126709,0.172607,332.539978,flat ground
1.009888,0.090454,0.15564,332.633972,flat ground
1.132446,0.179688,0.265869,332.633972,flat ground
0.712524,0.099976,0.290649,332.726898,flat ground
0.937378,0.148071,0.220947,332.726898,flat ground
1.141113,0.139282,0.329834,332.532196,flat ground
0.965942,0.241211,0.243408,332.482361,flat ground
0.937744,0.267212,0.273926,332.482361,flat ground
0.789185,0.303589,0.272217,332.548309,flat ground
0.786621,0.232544,0.256104,332.548309,flat ground
0.971436,0.343262,0.302734,332.669281,flat ground
1.070312,0.3125,0.31897,332.669281,flat ground
0.997681,0.315796,0.292847,332.633972,flat ground
0.907104,0.293213,0.289673,332.633972,flat ground
1.131226,0.353882,0.312012,332.791809,flat ground
1.037354,0.251709,0.293457,332.712891,flat ground
0.833374,0.131226,0.162231,332.712891,flat ground
1.184937,0.047119,0.07019,332.850464,flat ground
1.256714,-0.091553,-0.027466,332.850464,flat ground
0.940552,-0.077026,0.048096,332.498444,flat ground
1.001221,0.179321,0.051025,332.498444,flat ground
1.103516,-0.03479,0.121338,332.620972,flat ground
0.990601,0.068481,0.172241,332.491699,flat ground
0.861206,0.145874,0.202881,332.491699,flat ground
0.702148,0.126221,0.246216,332.363983,flat ground
0.767822,0.202026,0.286377,332.363983,flat ground
0.946899,0.237305,0.256958,332.405518,flat ground
1.123047,0.259766,0.177124,332.405518,flat ground
1.083496,0.188721,0.0448,332.521301,flat ground
1.196045,0.211304,-0.120361,332.521301,flat ground
1.131592,0.273438,-0.027832,332.622009,flat ground
0.836548,0.127319,-0.124023,332.630341,flat ground
0.957642,0.223877,-0.175049,332.630341,flat ground
1.106079,0.158081,-0.158203,332.630341,flat ground
1.06958,0.126221,-0.12207,332.630341,flat ground
1.066895,0.140137,-0.054321,332.56543,flat ground
1.011719,0.103027,0.060425,332.56543,flat ground
0.980591,0.170532,0.178345,332.601257,flat ground
0.905029,0.197632,0.236206,332.601257,flat ground
0.875366,0.225708,0.295166,332.724304,flat ground
0.894897,0.210571,0.363525,332.558685,flat ground
0.887817,0.149536,0.357422,332.558685,flat ground
0.849854,0.206665,0.385254,332.452759,flat ground
0.862305,0.190308,0.377808,332.452759,flat ground
0.824463,0.090332,0.339111,332.746124,flat ground
0.90271,0.172974,0.336548,332.746124,flat ground
1.232056,0.176025,0.363892,332.265869,flat ground
0.970825,0.005859,0.2323,332.659393,flat ground
0.931274,0.287476,0.253662,332.659393,flat ground
1.09021,0.244507,0.205078,332.617859,flat ground
0.997925,0.09729,0.167603,332.617859,flat ground
0.958618,0.187744,0.146118,332.19577,flat ground
0.959229,0.198486,0.133057,332.19577,flat ground
0.937134,0.234619,0.208862,332.66095,flat ground
0.872925,0.275024,0.243896,332.66095,flat ground
0.815918,0.255127,0.252075,332.510925,flat ground
0.787476,0.270996,0.251221,332.633972,flat ground
0.838623,0.223755,0.233765,332.633972,flat ground
0.953857,0.227173,0.203247,332.490662,flat ground
1.092651,0.147949,0.128174,332.490662,flat ground
1.33252,0.193604,0.165039,332.62616,flat ground
0.841675,0.130371,0.136108,332.62616,flat ground
0.822632,0.223633,0.113159,332.762726,flat ground
1.169678,0.092407,0.120239,332.762726,flat ground
1.084961,0.121338,0.227051,332.669281,flat ground
0.864746,0.254517,0.200928,332.604889,flat ground
0.888916,0.189453,0.217285,332.604889,flat ground
0.813599,0.119995,0.264771,332.42627,flat ground
0.810425,0.095093,0.254517,332.42627,flat ground
0.891357,0.095947,0.280029,332.670837,flat ground
1.051392,0.116821,0.311279,332.670837,flat ground
1.03772,0.075562,0.25647,332.735718,flat ground
1.204346,0.126465,0.307495,332.714447,flat ground
1.154663,0.127197,0.279785,332.714447,flat ground
0.894653,0.119141,0.231323,332.728455,flat ground
1.02832,0.205444,0.214233,332.728455,flat ground
1.235596,0.207153,0.193359,332.735718,flat ground
1.103271,0.133057,0.101929,332.735718,flat ground
1.025635,0.160645,0.074463,332.642792,flat ground
1.007324,0.154053,0.068848,332.642792,flat ground
0.876099,0.124268,0.098999,332.714447,flat ground
0.771484,0.220215,0.149292,332.901367,flat ground
0.755005,0.091797,0.155762,332.901367,flat ground
0.838623,0.091797,0.206421,332.735718,flat ground
0.889648,0.121216,0.205566,332.735718,flat ground
1.209473,0.156006,0.202759,332.599701,flat ground
0.972656,0.15332,0.286377,332.599701,flat ground
0.82312,0.154419,0.182495,332.813599,flat ground
1.324341,0.336304,0.270508,332.813599,flat ground
1.002441,0.054443,0.219849,332.685883,flat ground
0.9021,0.321411,0.237183,332.349457,flat ground
0.867676,0.336304,0.216064,332.349457,flat ground
0.849609,0.192017,0.241821,332.349457,flat ground
0.904541,0.186768,0.276123,332.349457,flat ground
0.915405,0.19043,0.261719,332.628784,flat ground
1.037964,0.24646,0.324585,332.628784,flat ground
1.00708,0.184814,0.286499,332.384216,flat ground
1.287109,0.261963,0.330566,332.384216,flat ground
1.156494,0.155762,0.21875,332.450165,flat ground
0.822144,0.130859,0.138428,332.571136,flat ground
1.103638,0.149536,0.08313,332.571136,flat ground
1.111328,0.199707,0.084473,332.671875,flat ground
1.003052,0.136475,0.068604,332.671875,flat ground
0.994873,0.244873,0.079834,332.656799,flat ground
0.958618,0.13623,0.081055,332.656799,flat ground
0.858643,0.127197,0.136719,332.771545,flat ground
0.842163,0.185425,0.179077,332.771545,flat ground
0.886108,0.095703,0.187134,332.593994,flat ground
0.952515,0.107056,0.180298,332.53479,flat ground
1.098877,0.062866,0.127563,332.53479,flat ground
1.125244,0.133423,0.217407,332.198364,flat ground
0.682983,0.052979,0.175781,332.198364,flat ground
1.07605,0.271484,0.206665,332.320374,flat ground
0.98645,0.039429,0.208862,332.320374,flat ground
0.871338,0.234619,0.198608,332.622009,flat ground
0.954102,0.250366,0.182007,332.462616,flat ground
0.931274,0.25,0.235229,332.462616,flat ground
0.89856,0.245728,0.232422,332.4216,flat ground
0.890625,0.217407,0.276123,332.4216,flat ground
1.062012,0.277588,0.322144,332.507263,flat ground
1.072144,0.187988,0.279907,332.507263,flat ground
1.191528,0.319214,0.359253,332.428894,flat ground
0.939209,0.267334,0.216797,332.428894,flat ground
0.951172,0.248047,0.223999,332.786102,flat ground
1.205688,0.33728,0.185181,332.587219,flat ground
1.095093,0.168335,0.12146,332.587219,flat ground
1.110229,0.233276,0.1073,332.501038,flat ground
1.077881,0.171875,0.081299,332.501038,flat ground
1.014771,0.131714,0.101196,332.716003,flat ground
0.833618,0.111938,0.098267,332.716003,flat ground
0.764282,0.10791,0.142212,332.479767,flat ground
0.809204,0.10083,0.162109,332.494293,flat ground
0.808716,0.099243,0.161011,332.494293,flat ground
1.153809,0.203003,0.174438,332.572693,flat ground
0.865845,0.144287,0.234131,332.572693,flat ground
0.93103,0.203735,0.161377,332.623566,flat ground
1.180664,0.235962,0.245483,332.623566,flat ground
1.025757,0.110718,0.188354,332.407593,flat ground
1.000732,0.227295,0.200439,332.75235,flat ground
0.894653,0.338623,0.188721,332.71756,flat ground
0.937744,0.268555,0.259399,332.651611,flat ground
0.898682,0.219116,0.248779,332.651611,flat ground
1.056641,0.243408,0.317261,332.444458,flat ground
1.110596,0.284668,0.300415,332.444458,flat ground
0.980347,0.217407,0.272827,332.616302,flat ground
1.135254,0.33374,0.328491,332.616302,flat ground
0.810547,0.120483,0.16394,332.681732,flat ground
0.929565,0.250366,0.12915,332.524414,flat ground
1.252808,0.290527,0.064331,332.524414,flat ground
1.091431,0.014038,-0.016968,332.625122,flat ground
1.019653,0.166748,0.024658,332.625122,flat ground
1.000366,0.163818,0.057739,332.566467,flat ground
0.937012,0.13916,0.128296,332.566467,flat ground
0.847534,0.120972,0.142456,332.481323,flat ground
0.855957,0.138672,0.182129,332.481323,flat ground
0.923462,0.119507,0.235718,332.560242,flat ground
1.025879,0.096558,0.172241,332.788696,flat ground
1.088013,0.150757,0.231689,332.788696,flat ground
0.753296,0.173218,0.294434,332.524414,flat ground
0.926514,0.051758,0.154419,332.524414,flat ground
1.135498,0.143921,0.195923,332.854095,flat ground
0.938354,0.158936,0.17749,332.854095,flat ground
0.845337,0.220581,0.14978,332.702484,flat ground
0.91687,0.266357,0.156616,332.702484,flat ground
0.936279,0.223755,0.235229,332.638641,flat ground
0.937622,0.261719,0.275513,332.431488,flat ground
1.022583,0.286011,0.276611,332.431488,flat ground
1.099731,0.282715,0.307983,332.453796,flat ground
1.17627,0.297607,0.335571,332.453796,flat ground
1.003174,0.317505,0.271851,332.719116,flat ground
0.866455,0.27771,0.205322,332.719116,flat ground
1.161133,0.312012,0.143677,332.702484,flat ground
1.07373,0.176514,0.087158,332.775177,flat ground
1.021851,0.152466,0.068115,332.775177,flat ground
1.018921,0.197388,0.080078,332.609558,flat ground
1.005127,0.111206,0.092651,332.609558,flat ground
0.925659,0.087891,0.106079,332.517151,flat ground
0.916748,0.117188,0.113403,332.517151,flat ground
1.011597,0.160156,0.153442,332.566467,flat ground
0.926392,0.050415,0.114502,332.566467,flat ground
